OBJECTID,REPORTNO,STATUS,ADDRTYPE,LOCATION,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,HITPARKEDCAR,LOCATION_PROCESSED
778,REPORT778,STATUS1,ADDRTYPE3,"73084 Travis Square Apt. 050
Lake Theodorefurt, IA 30695",Cycles,5.0,2.0,1.0,3.0,0,1,0,2023-03-07,2023-06-15 03:25:08,Sleet/Hail/Freezing Rain,Unknown,Dusk,Y,N,"73084 Travis Square Apt . 050 Lake Theodorefurt , IA 30695"
779,REPORT779,STATUS2,ADDRTYPE3,"USNV Moss
FPO AA 86137",Left Turn,3.0,2.0,0.0,1.0,3,0,0,2023-06-27,2023-09-25 03:25:08,Other,Unknown,Dark - Street Lights On,Y,N,USNV Moss FPO AA 86137
780,REPORT780,STATUS1,ADDRTYPE3,"17460 Madison Views
Jeffreybury, AR 86265",Rear Ended,5.0,2.0,0.0,3.0,2,1,1,2024-01-10,2024-01-17 03:25:08,,,,N,Y,"17460 Madison Views Jeffreybury , AR 86265"
781,REPORT781,STATUS3,ADDRTYPE2,"329 Brown Road Apt. 109
Sergiomouth, NH 04069",Cycles,2.0,1.0,1.0,3.0,3,1,0,2023-04-05,2023-09-22 03:25:08,Fog/Smog/Smoke,Snow/Slush,Unknown,Y,Y,"329 Brown Road Apt . 109 Sergiomouth , NH 04069"
782,REPORT782,STATUS1,ADDRTYPE1,"9565 Olson Manor
Anthonyborough, MD 99856",Cycles,5.0,2.0,1.0,3.0,3,1,0,2024-01-03,2024-02-12 03:25:08,Raining,Dry,Dusk,N,N,"9565 Olson Manor Anthonyborough , MD 99856"
783,REPORT783,STATUS3,ADDRTYPE2,"32098 Molly Corners
Tracyton, AK 45137",Rear Ended,1.0,2.0,1.0,3.0,2,1,1,2023-10-24,2023-07-02 03:25:08,,,,Y,N,"32098 Molly Corners Tracyton , AK 45137"
784,REPORT784,STATUS1,ADDRTYPE3,"USS Lopez
FPO AE 45046",Rear Ended,4.0,2.0,1.0,2.0,2,0,1,2023-11-01,2024-01-30 03:25:08,Sleet/Hail/Freezing Rain,Other,Dark - Street Lights On,N,N,USS Lopez FPO AE 45046
785,REPORT785,STATUS1,ADDRTYPE1,"536 James Mountain Suite 238
Michaelton, LA 77639",Pedestrian,2.0,2.0,1.0,3.0,2,0,0,2023-03-08,2023-10-31 03:25:08,Other,Other,Dusk,Y,Y,"536 James Mountain Suite 238 Michaelton , LA 77639"
786,REPORT786,STATUS1,ADDRTYPE2,"91773 Miller Port Apt. 171
Port Jennifermouth, DE 06691",Rear Ended,3.0,0.0,1.0,1.0,0,0,0,2023-03-22,2023-09-28 03:25:08,Raining,Snow/Slush,Other,Y,Y,"91773 Miller Port Apt . 171 Port Jennifermouth , DE 06691"
787,REPORT787,STATUS1,ADDRTYPE1,"41280 Faith Unions
Whiteberg, CO 92734",Rear Ended,1.0,2.0,0.0,2.0,0,1,0,2023-12-09,2023-04-22 03:25:08,Other,Snow/Slush,Dusk,N,N,"41280 Faith Unions Whiteberg , CO 92734"
788,REPORT788,STATUS1,ADDRTYPE2,"8212 Bailey Road
Hillburgh, WY 66441",Sideswipe,2.0,0.0,0.0,3.0,0,1,1,2023-11-29,2023-12-18 03:25:08,Fog/Smog/Smoke,Unknown,Daylight,N,Y,"8212 Bailey Road Hillburgh , WY 66441"
789,REPORT789,STATUS3,ADDRTYPE1,"820 Zachary Stream Suite 483
East Johnton, ID 70033",Sideswipe,3.0,1.0,1.0,1.0,1,0,1,2023-06-08,2024-01-23 03:25:08,Overcast,Snow/Slush,Daylight,Y,N,"820 Zachary Stream Suite 483 East Johnton , ID 70033"
790,REPORT790,STATUS1,ADDRTYPE2,"675 Wade Inlet Apt. 080
Morenoland, WA 03290",Rear Ended,3.0,1.0,0.0,2.0,2,1,0,2023-05-31,2023-06-14 03:25:08,Sleet/Hail/Freezing Rain,Sand/Mud/Dirt,Dark - Street Lights Off,N,Y,"675 Wade Inlet Apt . 080 Morenoland , WA 03290"
791,REPORT791,STATUS1,ADDRTYPE3,"21410 Bautista Lakes Suite 862
South Laurafort, NV 90957",Pedestrian,2.0,0.0,0.0,2.0,2,0,0,2023-04-14,2023-09-16 03:25:08,,,,Y,Y,"21410 Bautista Lakes Suite 862 South Laurafort , NV 90957"
792,REPORT792,STATUS1,ADDRTYPE2,"31987 Lisa Ramp
Steveview, IL 52535",Parked Car,1.0,2.0,1.0,3.0,0,0,0,2023-03-23,2024-02-17 03:25:08,,,,Y,Y,"31987 Lisa Ramp Steveview , IL 52535"
793,REPORT793,STATUS2,ADDRTYPE3,"6160 Smith Stravenue Apt. 211
West Amanda, MH 31533",Angles,3.0,0.0,0.0,2.0,2,0,1,2023-05-28,2023-07-14 03:25:08,Fog/Smog/Smoke,Unknown,Dawn,Y,Y,"6160 Smith Stravenue Apt . 211 West Amanda , MH 31533"
794,REPORT794,STATUS3,ADDRTYPE2,"15992 Jill Ford Apt. 630
West Katherinefort, AR 63794",Angles,4.0,0.0,1.0,3.0,3,1,1,2023-08-29,2023-08-23 03:25:08,Unknown,Unknown,Daylight,Y,Y,"15992 Jill Ford Apt . 630 West Katherinefort , AR 63794"
795,REPORT795,STATUS1,ADDRTYPE3,"716 Summers Neck
Jamesburgh, ID 17065",Parked Car,1.0,0.0,0.0,3.0,0,1,0,2023-07-05,2023-03-18 03:25:08,Clear,Unknown,Dusk,Y,Y,"716 Summers Neck Jamesburgh , ID 17065"
796,REPORT796,STATUS3,ADDRTYPE3,"0744 Jones Glen Suite 281
Sandovalmouth, LA 70129",Other,3.0,2.0,0.0,2.0,3,0,1,2023-12-14,2024-02-19 03:25:08,Snowing,Snow/Slush,Dark - No Street Lights,Y,Y,"0744 Jones Glen Suite 281 Sandovalmouth , LA 70129"
797,REPORT797,STATUS1,ADDRTYPE2,"905 Julia Parkways
Caitlinport, NC 94247",Other,2.0,2.0,1.0,2.0,2,0,0,2023-08-30,2024-01-25 03:25:08,Snowing,Standing Water,Unknown,N,Y,"905 Julia Parkways Caitlinport , NC 94247"
798,REPORT798,STATUS2,ADDRTYPE2,"99753 Harper Pines Apt. 471
Staceyborough, CA 47570",Sideswipe,2.0,0.0,0.0,2.0,2,1,0,2023-09-24,2023-10-14 03:25:08,Blowing Sand/Dirt,Snow/Slush,Dark - Street Lights Off,N,Y,"99753 Harper Pines Apt . 471 Staceyborough , CA 47570"
799,REPORT799,STATUS3,ADDRTYPE1,"8679 Miller Port Apt. 656
West Olivia, IL 91174",Left Turn,1.0,1.0,1.0,2.0,3,0,0,2023-08-19,2023-12-11 03:25:08,Unknown,Ice,Dusk,N,Y,"8679 Miller Port Apt . 656 West Olivia , IL 91174"
800,REPORT800,STATUS2,ADDRTYPE2,"0066 Holden Ramp Apt. 084
North Davidton, VA 98842",Sideswipe,3.0,0.0,0.0,2.0,2,0,0,2023-04-06,2023-08-24 03:25:08,Fog/Smog/Smoke,Dry,Dark - No Street Lights,N,N,"0066 Holden Ramp Apt . 084 North Davidton , VA 98842"
801,REPORT801,STATUS2,ADDRTYPE1,"7532 Davis Glens Apt. 714
New Heather, KS 72914",Pedestrian,3.0,1.0,0.0,1.0,0,1,1,2023-07-14,2023-09-27 03:25:08,Clear,Ice,Dark - Street Lights Off,Y,Y,"7532 Davis Glens Apt . 714 New Heather , KS 72914"
802,REPORT802,STATUS1,ADDRTYPE2,"46092 Paul Extensions
Lake Jameston, GA 11405",Angles,1.0,1.0,0.0,1.0,1,1,1,2024-01-30,2023-06-07 03:25:08,Blowing Sand/Dirt,Snow/Slush,Daylight,N,Y,"46092 Paul Extensions Lake Jameston , GA 11405"
803,REPORT803,STATUS3,ADDRTYPE1,"593 Blair Glen
North Susanfort, PA 84832",Left Turn,1.0,2.0,1.0,3.0,1,0,1,2023-02-20,2023-03-16 03:25:08,Other,Unknown,Unknown,Y,N,"593 Blair Glen North Susanfort , PA 84832"
804,REPORT804,STATUS3,ADDRTYPE3,"691 Sarah Wells
Port Melissaview, ND 30799",Pedestrian,1.0,1.0,1.0,3.0,1,1,0,2023-03-07,2023-05-08 03:25:08,Snowing,Dry,Unknown,N,Y,"691 Sarah Wells Port Melissaview , ND 30799"
805,REPORT805,STATUS3,ADDRTYPE2,"57017 Crystal Garden Apt. 951
Thomasburgh, AK 38349",Cycles,4.0,0.0,0.0,3.0,2,1,1,2023-08-05,2023-12-02 03:25:08,Other,Snow/Slush,Dusk,N,Y,"57017 Crystal Garden Apt . 951 Thomasburgh , AK 38349"
806,REPORT806,STATUS3,ADDRTYPE3,"46298 Carson Cove Suite 423
Port Jamesville, CA 13628",Other,4.0,0.0,0.0,2.0,0,0,0,2023-10-20,2024-01-06 03:25:08,Fog/Smog/Smoke,Other,Dawn,Y,Y,"46298 Carson Cove Suite 423 Port Jamesville , CA 13628"
807,REPORT807,STATUS1,ADDRTYPE2,"319 Amber Crossroad Suite 048
North Heidi, PA 63799",Other,4.0,2.0,1.0,3.0,0,0,1,2023-11-05,2023-10-04 03:25:08,Fog/Smog/Smoke,Oil,Dark - Street Lights Off,N,Y,"319 Amber Crossroad Suite 048 North Heidi , PA 63799"
808,REPORT808,STATUS1,ADDRTYPE1,"720 Kim Ridges
Johnfurt, LA 17763",Sideswipe,2.0,1.0,1.0,3.0,2,0,1,2023-04-13,2023-12-08 03:25:08,Sleet/Hail/Freezing Rain,Oil,Dawn,N,Y,"720 Kim Ridges Johnfurt , LA 17763"
809,REPORT809,STATUS2,ADDRTYPE2,"PSC 1393, Box 0430
APO AA 30191",Angles,4.0,0.0,0.0,2.0,0,1,1,2023-04-15,2023-11-11 03:25:08,Fog/Smog/Smoke,Standing Water,Dusk,N,N,"PSC 1393 , Box 0430 APO AA 30191"
810,REPORT810,STATUS1,ADDRTYPE1,"2997 Jesse Squares Suite 909
Hartmanton, CA 58143",Rear Ended,4.0,1.0,0.0,1.0,2,0,1,2024-01-12,2023-07-13 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Dawn,Y,Y,"2997 Jesse Squares Suite 909 Hartmanton , CA 58143"
811,REPORT811,STATUS3,ADDRTYPE1,"14678 Valenzuela Pike Suite 721
North Matthew, CO 69442",Angles,4.0,1.0,1.0,3.0,1,1,1,2023-12-03,2023-04-26 03:25:08,Snowing,Unknown,Dark - Street Lights Off,Y,N,"14678 Valenzuela Pike Suite 721 North Matthew , CO 69442"
812,REPORT812,STATUS1,ADDRTYPE2,"4684 Vicki Point Suite 136
Port Teresa, SD 62255",Pedestrian,3.0,2.0,1.0,2.0,0,1,0,2023-05-05,2024-01-09 03:25:08,Clear,Other,Daylight,Y,Y,"4684 Vicki Point Suite 136 Port Teresa , SD 62255"
813,REPORT813,STATUS2,ADDRTYPE3,"626 Kelsey Port
Coleborough, OH 53412",Pedestrian,5.0,0.0,0.0,3.0,2,0,0,2023-04-04,2023-09-24 03:25:08,Snowing,Unknown,Dark - Street Lights Off,N,N,"626 Kelsey Port Coleborough , OH 53412"
814,REPORT814,STATUS3,ADDRTYPE2,"54475 Nicholas Motorway
Heatherville, FL 10764",Pedestrian,4.0,0.0,1.0,1.0,0,0,0,2023-06-10,2023-10-30 03:25:08,,,,N,Y,"54475 Nicholas Motorway Heatherville , FL 10764"
815,REPORT815,STATUS3,ADDRTYPE3,"66671 Lisa Skyway Suite 422
Wilsonside, PA 66042",Cycles,1.0,0.0,0.0,3.0,3,0,0,2024-01-01,2024-02-03 03:25:08,Unknown,Other,Dark - Street Lights Off,N,Y,"66671 Lisa Skyway Suite 422 Wilsonside , PA 66042"
816,REPORT816,STATUS2,ADDRTYPE1,"PSC 4537, Box 9854
APO AE 92919",Rear Ended,4.0,1.0,0.0,1.0,3,0,0,2024-02-12,2023-06-22 03:25:08,Other,Oil,Dawn,N,Y,"PSC 4537 , Box 9854 APO AE 92919"
817,REPORT817,STATUS2,ADDRTYPE2,"4835 Marc Land Suite 967
Douglasside, IA 61210",Rear Ended,5.0,2.0,1.0,3.0,3,0,1,2023-12-08,2023-08-22 03:25:08,Clear,Other,Dusk,Y,N,"4835 Marc Land Suite 967 Douglasside , IA 61210"
818,REPORT818,STATUS3,ADDRTYPE2,"190 James Crest
Schultzview, MT 23759",Parked Car,2.0,0.0,1.0,2.0,2,0,0,2023-09-14,2023-10-15 03:25:08,,,,Y,N,"190 James Crest Schultzview , MT 23759"
819,REPORT819,STATUS1,ADDRTYPE3,"65522 Schmidt Junction
Port Stacytown, IN 95708",Angles,2.0,2.0,0.0,3.0,0,0,0,2023-05-15,2023-03-09 03:25:08,Sleet/Hail/Freezing Rain,Sand/Mud/Dirt,Dawn,Y,N,"65522 Schmidt Junction Port Stacytown , IN 95708"
820,REPORT820,STATUS1,ADDRTYPE2,"992 Huff Junction Apt. 638
Lauraberg, VI 82434",Cycles,4.0,2.0,1.0,3.0,3,1,1,2024-01-06,2023-03-30 03:25:08,Fog/Smog/Smoke,Unknown,Daylight,Y,N,"992 Huff Junction Apt . 638 Lauraberg , VI 82434"
821,REPORT821,STATUS3,ADDRTYPE1,"8807 Rivera Lakes Apt. 076
Austinbury, GU 54334",Pedestrian,1.0,2.0,0.0,1.0,0,0,1,2023-06-09,2023-08-06 03:25:08,Unknown,Oil,Dark - Street Lights Off,Y,N,"8807 Rivera Lakes Apt . 076 Austinbury , GU 54334"
822,REPORT822,STATUS3,ADDRTYPE2,"188 Jeffrey Vista Suite 889
Nelsonhaven, OK 79210",Left Turn,1.0,1.0,1.0,2.0,2,1,0,2024-01-02,2023-07-18 03:25:08,Severe Crosswind,Sand/Mud/Dirt,Daylight,Y,N,"188 Jeffrey Vista Suite 889 Nelsonhaven , OK 79210"
823,REPORT823,STATUS3,ADDRTYPE1,"9372 Amy Fort Apt. 312
East George, WY 98378",Angles,3.0,1.0,0.0,2.0,3,0,0,2023-07-02,2023-07-30 03:25:08,Overcast,Unknown,Other,Y,Y,"9372 Amy Fort Apt . 312 East George , WY 98378"
824,REPORT824,STATUS1,ADDRTYPE1,"66434 Chloe Junction
Lake Matthew, IN 41100",Rear Ended,1.0,2.0,1.0,1.0,3,0,1,2023-09-12,2023-12-31 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Unknown,Y,Y,"66434 Chloe Junction Lake Matthew , IN 41100"
825,REPORT825,STATUS1,ADDRTYPE3,"USNS Bass
FPO AP 18082",Other,3.0,2.0,0.0,1.0,2,1,1,2023-11-25,2023-10-09 03:25:08,Unknown,Standing Water,Dusk,N,Y,USNS Bass FPO AP 18082
826,REPORT826,STATUS3,ADDRTYPE3,"851 Robert Expressway Apt. 836
Phillipsburgh, OR 29198",Other,3.0,1.0,0.0,3.0,0,1,1,2023-09-21,2023-09-18 03:25:08,Raining,Dry,Dark - Street Lights On,N,N,"851 Robert Expressway Apt . 836 Phillipsburgh , OR 29198"
827,REPORT827,STATUS2,ADDRTYPE1,"151 Evans Rapids
Jennifermouth, AZ 15606",Cycles,1.0,0.0,1.0,1.0,3,0,1,2023-11-29,2023-04-20 03:25:08,Severe Crosswind,Wet,Dark - Street Lights On,N,N,"151 Evans Rapids Jennifermouth , AZ 15606"
828,REPORT828,STATUS3,ADDRTYPE3,"357 Robert Lights
New Jaredside, MH 43769",Sideswipe,1.0,2.0,1.0,2.0,0,1,0,2024-01-16,2023-09-13 03:25:08,Severe Crosswind,Other,Dark - Street Lights On,N,Y,"357 Robert Lights New Jaredside , MH 43769"
829,REPORT829,STATUS3,ADDRTYPE3,"4827 Benson Track Apt. 690
Reyesmouth, RI 90200",Rear Ended,3.0,1.0,1.0,2.0,1,0,0,2023-09-29,2023-11-23 03:25:08,Other,Ice,Unknown,Y,Y,"4827 Benson Track Apt . 690 Reyesmouth , RI 90200"
830,REPORT830,STATUS1,ADDRTYPE1,"284 Samantha Circle Apt. 257
South Geneside, DE 79819",Angles,2.0,2.0,1.0,1.0,2,1,1,2023-04-30,2023-05-07 03:25:08,Overcast,Snow/Slush,Other,Y,N,"284 Samantha Circle Apt . 257 South Geneside , DE 79819"
831,REPORT831,STATUS3,ADDRTYPE2,"64291 Miller Stravenue
Rachaelfurt, NV 69854",Sideswipe,4.0,0.0,0.0,3.0,3,1,0,2023-08-17,2023-07-11 03:25:08,Severe Crosswind,Ice,Dark - Street Lights On,N,N,"64291 Miller Stravenue Rachaelfurt , NV 69854"
832,REPORT832,STATUS1,ADDRTYPE2,"6875 Regina Fort Suite 288
Jessicaview, AL 30573",Rear Ended,2.0,0.0,0.0,2.0,2,1,0,2023-08-23,2023-03-09 03:25:08,Blowing Sand/Dirt,Ice,Unknown,Y,N,"6875 Regina Fort Suite 288 Jessicaview , AL 30573"
833,REPORT833,STATUS2,ADDRTYPE3,"807 Martin Island Apt. 102
South Katherine, VT 70289",Parked Car,1.0,2.0,0.0,2.0,1,1,1,2024-01-05,2023-09-07 03:25:08,,,,Y,N,"807 Martin Island Apt . 102 South Katherine , VT 70289"
834,REPORT834,STATUS3,ADDRTYPE3,"367 Young Spring Apt. 698
East Williamburgh, OK 58739",Left Turn,5.0,0.0,1.0,2.0,2,0,0,2024-01-14,2023-04-29 03:25:08,Clear,Snow/Slush,Unknown,Y,Y,"367 Young Spring Apt . 698 East Williamburgh , OK 58739"
835,REPORT835,STATUS2,ADDRTYPE1,"97843 Nicholas Haven Apt. 805
Harrellview, MP 19892",Rear Ended,1.0,2.0,0.0,1.0,2,1,1,2023-11-20,2023-12-10 03:25:08,Fog/Smog/Smoke,Wet,Dawn,Y,N,"97843 Nicholas Haven Apt . 805 Harrellview , MP 19892"
836,REPORT836,STATUS3,ADDRTYPE1,"236 Booth Oval
West Christopher, VT 93616",Other,3.0,0.0,1.0,3.0,3,1,1,2023-02-21,2023-03-07 03:25:08,Raining,Ice,Dark - Street Lights Off,Y,Y,"236 Booth Oval West Christopher , VT 93616"
837,REPORT837,STATUS2,ADDRTYPE1,"01532 Susan Ville
East Bradley, VI 54442",Parked Car,5.0,1.0,0.0,1.0,1,1,0,2023-06-29,2023-11-09 03:25:08,Other,Other,Dawn,N,N,"01532 Susan Ville East Bradley , VI 54442"
838,REPORT838,STATUS1,ADDRTYPE1,"801 Boyer Spurs
Daltonfort, AL 16574",Pedestrian,5.0,2.0,1.0,3.0,3,0,0,2023-10-10,2023-10-14 03:25:08,Other,Sand/Mud/Dirt,Dawn,Y,N,"801 Boyer Spurs Daltonfort , AL 16574"
839,REPORT839,STATUS3,ADDRTYPE2,"7903 Jennifer Crescent Apt. 611
Port Lawrencechester, ME 64120",Angles,4.0,2.0,0.0,1.0,0,0,0,2023-06-22,2023-12-12 03:25:08,Blowing Sand/Dirt,Sand/Mud/Dirt,Dawn,N,Y,"7903 Jennifer Crescent Apt . 611 Port Lawrencechester , ME 64120"
840,REPORT840,STATUS3,ADDRTYPE1,"493 Kimberly Centers Apt. 583
South Alicechester, NY 73742",Sideswipe,1.0,1.0,1.0,3.0,1,0,0,2023-10-11,2023-07-21 03:25:08,Raining,Dry,Dawn,Y,Y,"493 Kimberly Centers Apt . 583 South Alicechester , NY 73742"
841,REPORT841,STATUS2,ADDRTYPE1,"424 Tina Alley Suite 116
East Matthewview, FM 50972",Parked Car,4.0,0.0,0.0,3.0,2,1,0,2023-07-08,2023-05-12 03:25:08,Clear,Oil,Dark - Street Lights On,N,Y,"424 Tina Alley Suite 116 East Matthewview , FM 50972"
842,REPORT842,STATUS1,ADDRTYPE3,"690 Brown Field
Janetside, AZ 25258",Other,2.0,1.0,0.0,1.0,2,1,0,2023-03-24,2023-11-09 03:25:08,Blowing Sand/Dirt,Ice,Dark - Street Lights On,Y,N,"690 Brown Field Janetside , AZ 25258"
843,REPORT843,STATUS2,ADDRTYPE1,"Unit 0534 Box 3552
DPO AP 56287",Pedestrian,5.0,0.0,0.0,3.0,0,1,0,2023-12-10,2023-09-18 03:25:08,Unknown,Ice,Dark - Street Lights Off,Y,N,Unit 0534 Box 3552 DPO AP 56287
844,REPORT844,STATUS2,ADDRTYPE3,"USCGC Rodriguez
FPO AA 97049",Left Turn,4.0,0.0,1.0,2.0,2,1,1,2023-12-18,2023-09-16 03:25:08,Other,Other,Dusk,Y,Y,USCGC Rodriguez FPO AA 97049
845,REPORT845,STATUS1,ADDRTYPE1,"6915 Rodriguez Ford Apt. 148
Hernandezshire, MS 89331",Pedestrian,2.0,2.0,1.0,2.0,3,0,1,2023-05-04,2024-01-07 03:25:08,Blowing Sand/Dirt,Dry,Dark - Street Lights On,N,N,"6915 Rodriguez Ford Apt . 148 Hernandezshire , MS 89331"
846,REPORT846,STATUS2,ADDRTYPE1,"3786 Troy Mill Apt. 664
New Douglasshire, GU 67984",Parked Car,1.0,1.0,0.0,1.0,1,1,0,2023-06-15,2023-09-20 03:25:08,Unknown,Standing Water,Other,Y,Y,"3786 Troy Mill Apt . 664 New Douglasshire , GU 67984"
847,REPORT847,STATUS2,ADDRTYPE3,"PSC 0617, Box 7308
APO AP 34989",Angles,1.0,1.0,0.0,2.0,0,0,0,2024-01-30,2023-05-05 03:25:08,Overcast,Wet,Dusk,N,N,"PSC 0617 , Box 7308 APO AP 34989"
848,REPORT848,STATUS3,ADDRTYPE2,"8528 Theodore Plains
Brownport, NJ 03276",Left Turn,3.0,1.0,1.0,3.0,0,1,0,2023-08-17,2023-04-04 03:25:08,Blowing Sand/Dirt,Other,Unknown,Y,Y,"8528 Theodore Plains Brownport , NJ 03276"
849,REPORT849,STATUS2,ADDRTYPE2,"PSC 2453, Box 5016
APO AP 84982",Rear Ended,2.0,1.0,1.0,1.0,2,0,0,2023-09-26,2023-06-28 03:25:08,,,,N,N,"PSC 2453 , Box 5016 APO AP 84982"
850,REPORT850,STATUS3,ADDRTYPE3,"PSC 6625, Box 3657
APO AP 08179",Angles,2.0,0.0,1.0,2.0,2,0,0,2023-07-29,2023-05-16 03:25:08,Unknown,Wet,Other,Y,N,"PSC 6625 , Box 3657 APO AP 08179"
851,REPORT851,STATUS1,ADDRTYPE3,"61273 Ricardo Parkways
Santiagomouth, CA 28833",Pedestrian,4.0,2.0,0.0,1.0,0,0,0,2023-07-25,2023-11-18 03:25:08,Snowing,Snow/Slush,Other,N,Y,"61273 Ricardo Parkways Santiagomouth , CA 28833"
852,REPORT852,STATUS2,ADDRTYPE2,"980 Tyler Camp Apt. 531
West Daltonbury, CA 50682",Other,5.0,2.0,0.0,3.0,3,1,1,2023-04-08,2023-08-11 03:25:08,Overcast,Oil,Dark - Street Lights On,Y,N,"980 Tyler Camp Apt . 531 West Daltonbury , CA 50682"
853,REPORT853,STATUS1,ADDRTYPE3,"5148 Heather Fall
Jameston, NJ 32655",Angles,5.0,1.0,1.0,1.0,3,0,0,2023-03-08,2023-07-11 03:25:08,Other,Oil,Dark - Street Lights On,Y,Y,"5148 Heather Fall Jameston , NJ 32655"
854,REPORT854,STATUS3,ADDRTYPE3,"50546 Jeanette Rue Apt. 463
Lake Theresaside, GA 71978",Left Turn,3.0,2.0,0.0,2.0,1,0,0,2023-12-15,2024-01-01 03:25:08,,,,N,N,"50546 Jeanette Rue Apt . 463 Lake Theresaside , GA 71978"
855,REPORT855,STATUS3,ADDRTYPE3,"1601 William Drive
Millermouth, SC 03679",Pedestrian,3.0,2.0,1.0,1.0,2,0,0,2023-07-09,2023-12-11 03:25:08,,,,N,Y,"1601 William Drive Millermouth , SC 03679"
856,REPORT856,STATUS3,ADDRTYPE3,"95460 Brandi Brooks
Grayville, MI 33798",Left Turn,3.0,0.0,0.0,1.0,0,0,1,2023-08-16,2023-05-26 03:25:08,,,,N,N,"95460 Brandi Brooks Grayville , MI 33798"
857,REPORT857,STATUS2,ADDRTYPE3,"5290 Evans Brook
Deannabury, OH 70065",Rear Ended,2.0,0.0,1.0,3.0,2,1,1,2023-06-02,2023-07-08 03:25:08,,,,Y,N,"5290 Evans Brook Deannabury , OH 70065"
858,REPORT858,STATUS3,ADDRTYPE2,"22460 Smith Burg Suite 717
East Edward, WA 33485",Sideswipe,1.0,2.0,1.0,1.0,2,1,0,2023-04-06,2023-03-01 03:25:08,Unknown,Oil,Dark - Street Lights On,Y,N,"22460 Smith Burg Suite 717 East Edward , WA 33485"
859,REPORT859,STATUS3,ADDRTYPE3,"697 Rebecca Drive
Marybury, CO 31416",Cycles,1.0,1.0,0.0,2.0,3,0,1,2023-09-12,2023-09-12 03:25:08,Clear,Ice,Dark - Street Lights On,Y,Y,"697 Rebecca Drive Marybury , CO 31416"
860,REPORT860,STATUS2,ADDRTYPE2,"78865 Parker Hill Apt. 943
North Eric, SD 24921",Cycles,4.0,1.0,1.0,2.0,2,0,0,2023-08-12,2023-06-07 03:25:08,Clear,Ice,Dusk,N,N,"78865 Parker Hill Apt . 943 North Eric , SD 24921"
861,REPORT861,STATUS2,ADDRTYPE1,"6236 Wilson Path Suite 876
North Greg, RI 38619",Other,5.0,0.0,1.0,2.0,1,0,0,2024-01-08,2023-03-06 03:25:08,Clear,Snow/Slush,Dark - Street Lights Off,Y,Y,"6236 Wilson Path Suite 876 North Greg , RI 38619"
862,REPORT862,STATUS2,ADDRTYPE2,"083 Ryan Throughway Suite 834
New Troy, PR 34372",Left Turn,5.0,2.0,0.0,1.0,3,1,1,2023-03-07,2023-02-20 03:25:08,Blowing Sand/Dirt,Unknown,Dark - No Street Lights,Y,N,"083 Ryan Throughway Suite 834 New Troy , PR 34372"
863,REPORT863,STATUS3,ADDRTYPE1,"0947 Adams Summit Suite 737
New Heather, NJ 84268",Pedestrian,4.0,2.0,0.0,3.0,3,1,0,2023-07-23,2023-08-20 03:25:08,Raining,Ice,Other,Y,N,"0947 Adams Summit Suite 737 New Heather , NJ 84268"
864,REPORT864,STATUS3,ADDRTYPE2,"8636 Lee Haven Suite 030
East Julia, AS 60932",Pedestrian,2.0,2.0,1.0,2.0,2,0,1,2023-06-05,2023-06-25 03:25:08,,,,Y,N,"8636 Lee Haven Suite 030 East Julia , AS 60932"
865,REPORT865,STATUS2,ADDRTYPE2,"16021 Christine Walks
Morrisberg, NE 54391",Parked Car,1.0,0.0,0.0,3.0,3,1,1,2023-07-04,2023-08-22 03:25:08,Fog/Smog/Smoke,Sand/Mud/Dirt,Other,Y,N,"16021 Christine Walks Morrisberg , NE 54391"
866,REPORT866,STATUS2,ADDRTYPE3,"469 Wagner Street Apt. 791
West Sherri, MA 86184",Pedestrian,3.0,0.0,1.0,3.0,1,1,0,2023-10-08,2023-07-16 03:25:08,Sleet/Hail/Freezing Rain,Unknown,Daylight,N,Y,"469 Wagner Street Apt . 791 West Sherri , MA 86184"
867,REPORT867,STATUS1,ADDRTYPE2,"Unit 9559 Box 8781
DPO AE 85582",Angles,1.0,2.0,1.0,1.0,0,0,1,2023-03-07,2023-06-26 03:25:08,Clear,Dry,Dusk,Y,N,Unit 9559 Box 8781 DPO AE 85582
868,REPORT868,STATUS1,ADDRTYPE2,"40823 Mary Walk Suite 919
North David, OR 89640",Sideswipe,4.0,1.0,0.0,1.0,1,0,1,2024-01-29,2023-07-19 03:25:08,Overcast,Snow/Slush,Dusk,Y,Y,"40823 Mary Walk Suite 919 North David , OR 89640"
869,REPORT869,STATUS2,ADDRTYPE3,"7600 Castro Hill Suite 708
Brownfurt, NM 64454",Other,1.0,1.0,0.0,3.0,3,1,1,2023-04-08,2023-07-24 03:25:08,Snowing,Oil,Dark - No Street Lights,Y,N,"7600 Castro Hill Suite 708 Brownfurt , NM 64454"
870,REPORT870,STATUS2,ADDRTYPE1,"430 Malik Crest
Lucasland, MS 19115",Angles,3.0,0.0,0.0,3.0,1,0,0,2023-03-27,2023-06-28 03:25:08,Snowing,Snow/Slush,Daylight,N,Y,"430 Malik Crest Lucasland , MS 19115"
